Run Date,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Settlement Date
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.83,,,,60.83,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.82,,,,60.82,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.81,,,,60.81,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.8,,,,60.8,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.8,,,,60.8,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.79,,,,60.79,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.79,,,,60.79,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.79,,,,60.79,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.79,,,,60.79,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.78,,,,60.78,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.78,,,,60.78,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.78,,,,60.78,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.77,,,,60.77,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.77,,,,60.77,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.76,,,,60.76,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.73,,,,60.73,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.73,,,,60.73,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.73,,,,60.73,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.73,,,,60.73,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.69,,,,60.69,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.69,,,,60.69,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.69,,,,60.69,3/14/2024
 03/12/2024, YOU SOLD (SPLG) (Cash), SPLG, SPDR PORTFOLIO S&P 500 ETF,Cash,-1,60.68,,,,60.68,3/14/2024
